29;7;1;1;0;428;1;1;0;7;1;54;1;345;2;1;0
34;2;1;2;0;0;0;0;0;5;4;71;1;-1;0;0;0
52;2;0;2;0;-970;1;0;0;4;4;489;1;-1;0;0;1
60;2;0;3;0;6313;0;0;1;19;3;39;2;-1;0;0;0
32;2;2;2;0;948;0;0;0;12;5;204;2;-1;0;0;0
32;2;1;2;0;0;1;0;0;22;7;455;2;-1;0;0;0
56;1;2;3;0;1877;1;0;1;30;1;86;1;-1;0;0;0
31;2;1;2;0;874;1;0;0;18;8;190;2;-1;0;0;0
42;7;0;1;0;323;1;1;1;8;1;280;2;-1;0;0;0
35;2;0;2;0;106;0;1;0;11;5;588;2;-1;0;0;0
56;10;0;0;0;1906;0;1;1;19;3;45;9;-1;0;0;0
48;5;0;1;0;1152;1;0;0;21;7;168;5;-1;0;0;0
46;7;0;1;0;179;1;0;0;29;6;194;4;436;1;2;0
37;5;1;3;0;391;1;0;1;8;1;103;3;-1;0;0;0
41;6;0;3;0;89;1;0;1;6;1;333;2;-1;0;0;0
36;2;1;2;0;442;1;1;0;29;7;102;3;-1;0;0;0
45;0;2;0;1;-249;1;1;1;1;7;92;1;-1;0;0;0
55;6;0;1;0;8104;0;0;0;6;4;213;2;-1;0;0;0
39;5;0;1;0;501;0;0;1;26;1;289;1;-1;0;0;0
35;5;2;1;0;308;0;0;0;22;5;77;2;-1;0;0;0
55;7;0;1;0;602;0;0;0;1;3;324;3;90;2;3;1
55;5;0;1;0;273;1;0;0;29;6;84;3;183;3;1;0
27;4;1;1;0;50;0;0;0;29;6;168;1;-1;0;0;0
34;5;0;1;0;1641;1;0;0;17;2;380;1;-1;0;0;0
34;3;0;2;0;20;0;0;1;4;0;10;1;-1;0;0;0
25;7;1;1;0;4590;1;0;1;28;1;199;2;-1;0;0;0
41;7;1;1;0;-256;0;1;1;9;1;35;3;-1;0;0;0
43;1;0;1;0;978;1;1;1;26;1;82;2;-1;0;0;0
28;2;1;2;0;80;0;0;0;20;0;676;2;146;2;1;1
31;7;1;1;0;2104;1;0;1;3;3;455;1;-1;0;0;0
78;9;0;1;0;499;0;0;2;16;10;80;4;-1;0;0;0
45;3;2;1;0;1269;1;0;0;29;6;549;2;-1;0;0;0
48;5;0;2;0;310;0;0;1;6;1;135;1;-1;0;0;0
32;3;1;1;0;1143;1;1;0;10;7;412;1;-1;0;0;0
42;5;0;1;0;2980;0;0;1;20;3;101;3;-1;0;0;0
37;2;1;2;0;37;0;0;0;28;6;253;2;-1;0;0;0
40;7;1;1;0;462;1;1;0;6;2;272;1;335;4;2;0
32;7;0;1;0;1031;1;0;0;17;7;84;1;-1;0;0;0
42;2;0;2;0;9009;0;0;0;20;8;135;2;-1;0;0;0
43;7;0;1;0;-465;1;1;0;23;7;166;1;-1;0;0;0
44;7;0;1;0;5181;1;1;0;31;7;18;7;-1;0;0;0
37;7;0;1;0;176;1;0;0;5;1;147;2;347;1;1;0
37;11;0;3;0;1699;0;0;1;9;3;63;1;-1;0;0;0
37;7;0;2;0;0;1;0;0;17;8;65;2;119;1;1;0
28;5;1;2;0;172;1;1;0;2;4;194;2;-1;0;0;0
32;1;1;1;0;0;0;1;0;11;7;333;2;-1;0;0;0
34;7;1;1;0;6979;1;0;0;15;1;14;5;-1;0;0;0
40;7;2;1;0;6;0;0;1;11;3;140;1;-1;0;0;0
34;1;0;1;0;-62;1;0;1;16;3;109;3;-1;0;0;0
34;4;0;2;0;1972;1;0;0;23;7;61;2;-1;0;0;0
34;7;0;2;0;899;1;0;2;19;8;377;3;7;4;3;0
37;1;1;1;0;21;1;0;0;2;4;96;1;271;2;2;0
36;5;0;1;0;23;1;0;0;8;1;152;2;347;1;1;0
56;10;0;1;0;-1206;1;0;0;15;3;382;2;-1;0;0;1
49;3;0;0;0;0;1;1;2;23;7;97;6;-1;0;0;0
33;4;0;1;0;215;1;0;0;29;7;543;12;-1;0;0;0
30;2;1;2;0;1372;0;0;0;20;8;240;2;-1;0;0;0
36;1;0;1;0;1981;0;0;1;17;3;48;2;-1;0;0;0
23;8;1;1;0;9216;0;0;0;5;3;471;2;-1;0;0;0
57;10;2;1;0;39;1;0;0;30;7;354;3;-1;0;0;0
27;3;1;1;0;5563;1;0;1;30;1;435;2;-1;0;0;0
38;1;0;1;0;1;0;1;0;21;8;152;2;-1;0;0;0
42;5;0;2;0;782;0;0;0;3;2;285;1;-1;0;0;0
75;10;0;1;0;3771;0;0;2;15;2;185;1;181;2;3;1
34;5;1;2;0;992;1;0;0;4;1;301;1;88;2;3;0
48;5;0;1;0;1526;0;0;0;6;5;273;2;-1;0;0;0
35;5;1;2;0;2658;1;0;0;19;5;768;2;141;3;1;1
39;2;2;2;0;1315;1;0;0;19;8;1337;4;126;1;1;0
29;3;1;2;0;455;0;0;2;21;2;403;1;-1;0;0;1
45;5;1;2;0;0;1;0;0;18;8;139;2;-1;0;0;0
42;5;0;1;0;2030;1;1;0;9;7;196;1;-1;0;0;0
29;5;0;1;0;1599;1;0;0;8;7;115;1;61;1;1;0
38;1;1;1;0;-196;1;0;0;2;4;60;1;271;1;1;0
56;10;0;1;0;1333;0;0;0;28;5;17;14;-1;0;0;0
36;5;1;1;0;9149;1;0;0;13;5;141;3;-1;0;0;0
25;3;1;1;0;-350;1;0;1;23;3;95;3;-1;0;0;0
38;5;0;2;0;432;1;0;0;15;1;10;2;373;1;2;0
57;4;0;1;0;11494;0;0;0;19;8;198;1;-1;0;0;0
31;2;0;2;1;-253;0;0;0;12;5;220;4;-1;0;0;0
42;2;0;2;0;372;1;0;0;3;5;654;2;-1;0;0;1
45;5;0;1;0;1410;0;0;0;11;5;71;2;-1;0;0;0
30;3;0;1;0;975;1;0;0;13;1;256;2;351;2;1;0
49;3;0;0;0;305;1;1;2;10;7;834;10;-1;0;0;0
49;1;0;1;0;400;0;0;0;21;5;151;3;-1;0;0;0
53;10;0;2;0;-22;1;0;0;31;7;20;3;-1;0;0;0
37;5;0;1;0;4030;1;0;1;26;1;178;5;-1;0;0;0
49;3;0;0;0;365;0;0;1;26;1;59;2;-1;0;0;0
41;4;0;0;0;204;0;0;0;13;5;111;7;-1;0;0;0
54;2;0;0;0;1691;1;0;0;20;8;186;1;-1;0;0;0
32;1;1;1;0;406;1;0;1;6;1;227;1;-1;0;0;0
33;5;0;1;0;-204;0;0;0;15;1;297;3;-1;0;0;0
33;5;0;1;0;359;1;0;0;20;2;210;1;242;1;2;0
36;3;0;0;0;123;1;0;0;18;1;9;1;-1;0;0;0
35;5;0;2;0;0;1;1;0;23;9;112;1;62;6;2;0
52;11;0;1;0;142;0;0;0;25;5;112;6;-1;0;0;0
40;6;0;2;0;3571;0;0;1;9;3;222;3;-1;0;0;0
44;5;1;1;0;33;1;0;0;13;1;195;3;351;10;1;0
45;3;1;1;0;0;1;0;0;26;7;768;2;91;5;3;0
30;8;1;1;0;3096;0;0;0;26;6;123;1;-1;0;0;0
48;5;2;1;1;20;0;0;0;27;5;145;3;-1;0;0;0
33;3;0;1;0;3576;1;0;0;2;2;124;1;308;2;2;0
57;5;0;3;0;206;1;0;1;5;1;216;3;-1;0;0;0
57;9;0;0;0;7082;0;0;1;6;3;69;3;-1;0;0;0
51;0;0;2;0;1634;1;0;0;22;7;168;4;-1;0;0;0
34;7;1;1;0;1;1;0;0;22;7;483;7;-1;0;0;0
50;4;0;2;0;4012;0;0;0;19;8;690;3;-1;0;0;0
44;2;0;2;0;3762;0;0;0;28;5;125;12;-1;0;0;0
27;7;0;1;0;-247;1;1;1;4;3;344;2;-1;0;0;0
50;3;0;1;0;606;1;0;1;14;1;673;2;-1;0;0;0
36;2;0;2;0;0;1;0;0;28;6;60;1;250;1;2;0
42;2;0;1;0;-189;1;0;1;12;1;247;2;-1;0;0;0
32;0;1;1;0;0;0;0;0;27;1;123;2;-1;0;0;0
42;2;0;2;0;484;1;0;0;11;7;144;2;-1;0;0;0
43;5;0;1;0;0;0;1;0;8;1;9;2;172;5;1;0
31;2;0;2;0;395;1;0;0;9;4;155;3;-1;0;0;0
32;2;0;2;0;2349;0;0;0;14;5;134;5;-1;0;0;0
55;3;2;0;0;410;0;1;0;11;7;221;2;-1;0;0;0
58;10;0;0;0;3401;1;0;0;3;4;84;3;265;2;1;0
46;3;0;0;0;222;0;0;0;8;5;71;2;-1;0;0;0
55;3;0;1;0;989;1;1;1;23;1;246;4;-1;0;0;0
34;2;0;2;0;415;0;1;0;23;7;361;2;-1;0;0;0
28;0;1;1;0;16;0;0;0;12;5;119;4;-1;0;0;0
42;5;2;2;0;7190;1;0;0;29;7;375;2;-1;0;0;0
29;3;1;1;0;482;0;1;0;10;7;1097;3;-1;0;0;1
54;9;0;1;0;209;1;1;0;25;7;97;1;-1;0;0;0
32;5;1;1;0;0;0;0;0;26;5;181;2;-1;0;0;0
39;5;1;2;0;5803;0;0;0;2;4;83;3;-1;0;0;0
53;6;0;2;0;624;0;1;0;21;7;180;4;-1;0;0;0
58;5;0;2;0;883;0;0;0;18;5;543;1;78;2;1;0
40;4;0;1;0;1516;1;1;1;23;1;373;1;-1;0;0;0
29;8;1;1;0;872;1;0;1;7;1;230;1;-1;0;0;0
33;5;0;2;0;-988;1;1;0;15;7;83;3;-1;0;0;0
38;7;1;1;0;902;1;0;2;31;7;58;13;-1;0;0;0
56;1;2;1;0;1007;0;0;0;29;7;88;6;-1;0;0;0
40;1;0;1;0;0;1;0;0;2;3;297;1;28;3;1;0
24;3;1;1;0;174;1;1;0;18;1;487;1;-1;0;0;1
46;2;0;1;0;12186;0;0;1;20;3;29;3;-1;0;0;0
35;4;0;1;0;524;1;0;0;21;8;484;4;-1;0;0;0
35;3;1;2;0;0;1;0;0;21;7;262;4;-1;0;0;0
34;5;0;1;0;4;1;0;1;15;1;644;1;-1;0;0;0
35;9;0;2;0;11219;0;0;0;12;5;699;2;79;1;1;0
38;5;1;2;0;0;0;0;0;28;5;247;2;-1;0;0;0
50;3;0;0;0;5776;0;0;0;18;8;49;3;-1;0;0;0
51;3;2;0;0;37;1;0;0;13;1;341;1;-1;0;0;0
59;4;0;2;0;593;0;0;1;13;1;64;2;-1;0;0;0
32;3;0;1;0;1148;1;0;0;20;2;121;1;-1;0;0;0
37;3;1;1;0;3561;1;0;1;2;3;98;1;-1;0;0;0
42;7;2;1;0;63;0;0;1;16;1;88;6;-1;0;0;0
40;8;0;1;0;260;0;0;1;20;3;197;6;-1;0;0;0
28;5;1;2;0;2269;1;0;1;9;1;331;1;-1;0;0;0
47;7;0;1;0;1060;1;0;1;6;3;83;3;-1;0;0;0
27;4;0;1;0;-220;1;0;1;26;1;138;2;-1;0;0;0
41;2;0;2;0;49;1;0;0;17;7;312;5;-1;0;0;0
34;7;0;2;0;69;0;1;0;4;5;120;3;1;6;3;1
50;3;0;0;0;4108;1;0;0;7;5;526;2;-1;0;0;1
47;3;0;1;0;480;1;0;1;28;1;211;2;-1;0;0;0
53;1;0;1;0;4994;0;0;0;18;5;62;6;-1;0;0;0
53;5;2;1;0;0;1;1;0;15;7;135;5;-1;0;0;0
47;2;0;2;0;3681;0;0;0;14;5;101;2;-1;0;0;0
49;6;2;3;1;-701;1;0;0;30;7;988;2;-1;0;0;1
29;2;0;2;0;451;0;0;0;28;6;451;1;-1;0;0;0
45;3;2;0;0;-311;1;0;1;23;1;1030;1;-1;0;0;1
38;6;0;1;0;593;1;1;0;24;7;1484;24;-1;0;0;1
32;3;0;1;0;759;1;0;0;9;2;317;5;-1;0;0;1
70;10;2;0;0;4531;0;0;0;18;1;445;1;-1;0;0;0
65;10;2;0;0;1840;0;0;0;1;3;383;2;188;5;1;0
56;3;0;1;0;345;1;0;2;22;7;605;1;-1;0;0;0
35;3;0;1;0;1287;1;0;0;14;7;330;2;-1;0;0;0
56;2;0;3;0;353;0;1;0;25;7;171;2;-1;0;0;0
56;5;0;1;0;205;0;1;0;23;7;442;2;-1;0;0;0
49;6;0;1;0;687;1;0;0;17;2;772;1;-1;0;0;1
38;0;0;0;0;1147;1;1;1;8;1;249;5;-1;0;0;0
35;2;0;2;0;4286;1;0;1;9;1;357;1;-1;0;0;0
38;7;0;2;0;605;0;0;0;18;8;147;2;-1;0;0;0
49;3;0;1;0;8545;1;1;0;6;1;199;7;167;1;1;0
55;2;0;3;0;559;0;0;0;28;6;271;2;-1;0;0;0
43;3;1;0;0;2;1;0;0;30;7;783;3;-1;0;0;0
43;2;0;2;0;2;0;1;0;20;5;472;2;-1;0;0;0
25;7;1;2;0;760;1;0;0;27;1;223;3;89;2;1;1
30;3;0;0;0;1317;1;0;1;21;1;395;2;-1;0;0;0
46;3;0;1;0;182;0;0;0;4;4;56;1;-1;0;0;0
50;7;0;0;0;276;0;1;1;17;3;641;6;-1;0;0;0
35;6;0;1;0;2971;0;0;0;4;1;429;4;164;2;1;1
26;0;1;1;0;1064;0;0;1;31;1;113;1;-1;0;0;0
45;7;0;3;0;1783;0;0;1;20;3;11;11;-1;0;0;0
37;3;0;1;0;-67;0;0;0;2;4;157;1;-1;0;0;0
60;4;1;2;0;179;0;1;0;29;7;79;4;-1;0;0;0
38;2;0;2;0;1199;0;0;0;4;5;178;1;1;1;3;1
47;3;0;0;0;214;1;1;1;9;3;168;1;-1;0;0;0
33;5;0;1;0;6699;0;0;0;9;8;425;1;462;1;1;0
51;0;0;1;0;1760;0;1;0;19;8;162;1;-1;0;0;0
35;6;1;2;0;145;1;0;0;18;7;799;2;-1;0;0;1
35;0;0;1;0;978;0;0;0;29;11;1370;3;209;3;3;1
48;7;1;1;0;1150;1;0;1;28;1;357;1;-1;0;0;0
37;7;0;1;0;121;0;0;0;22;7;22;6;-1;0;0;0
29;5;1;2;0;828;1;0;0;16;2;215;3;321;3;2;0
34;7;0;1;0;244;1;0;0;31;7;56;4;-1;0;0;0
32;1;0;0;0;228;1;0;0;21;7;1017;6;-1;0;0;1
30;2;1;2;0;424;0;0;0;16;2;298;4;-1;0;0;1
47;2;2;2;0;447;0;1;1;7;1;126;1;-1;0;0;0
33;3;0;0;0;-195;0;0;1;20;9;9;1;-1;0;0;0
33;2;1;2;0;1410;1;0;0;5;4;8;1;254;5;1;0
63;10;0;0;0;1084;0;0;0;14;0;201;1;183;1;3;0
51;4;2;0;0;10924;0;0;0;6;1;106;2;-1;0;0;0
41;2;0;2;0;832;1;1;0;21;8;164;1;176;1;1;0
56;10;0;2;0;478;0;0;0;5;4;97;1;-1;0;0;0
60;2;1;2;0;0;0;1;0;23;7;151;1;-1;0;0;0
41;4;1;2;0;3950;1;0;1;30;1;96;2;-1;0;0;0
37;2;1;3;0;504;1;0;0;16;2;555;1;-1;0;0;0
36;3;1;1;0;219;1;1;0;11;1;270;2;347;1;1;0
57;2;0;2;0;1602;0;0;0;29;7;339;3;-1;0;0;0
55;2;0;0;0;2587;0;0;0;4;9;328;2;94;2;3;1
44;7;0;1;0;0;1;1;1;16;1;159;1;-1;0;0;0
47;4;0;2;0;2303;1;0;0;6;1;323;2;364;1;1;0
31;3;0;1;0;1660;1;0;0;20;2;342;1;-1;0;0;0
35;2;0;2;1;32;1;0;0;21;8;180;1;-1;0;0;0
39;2;0;2;0;278;0;1;0;28;7;60;3;-1;0;0;0
50;2;0;2;0;4;0;0;0;17;8;223;1;96;2;1;0
29;2;0;2;0;318;1;0;0;18;1;1434;2;356;4;1;0
30;1;1;1;0;209;1;0;1;6;1;30;2;-1;0;0;0
46;1;0;1;0;271;1;0;1;16;1;134;4;-1;0;0;0
27;2;1;3;0;3196;0;0;0;9;4;10;2;-1;0;0;0
48;7;2;1;0;4099;0;0;0;2;2;397;2;-1;0;0;1
26;8;1;1;0;2572;1;0;0;5;1;620;1;-1;0;0;0
36;2;1;2;0;339;0;0;0;21;8;6;6;-1;0;0;0
42;3;0;0;0;0;1;1;0;7;1;209;2;-1;0;0;0
50;9;0;0;0;395;1;0;1;15;1;419;2;-1;0;0;0
49;3;0;1;0;2039;1;0;0;18;8;283;2;-1;0;0;0
45;2;0;2;0;5450;0;0;0;8;5;188;2;-1;0;0;0
23;8;1;1;0;780;0;0;0;16;9;267;1;-1;0;0;0
38;5;1;1;0;0;1;0;0;7;2;196;2;-1;0;0;0
32;2;1;2;0;8436;1;0;0;17;2;245;1;149;2;1;0
60;5;1;0;0;11262;0;0;0;26;5;323;1;-1;0;0;1
30;6;0;1;0;946;1;0;0;19;8;1065;1;183;1;2;0
58;9;0;2;0;497;0;0;1;11;3;138;5;-1;0;0;0
60;10;0;0;0;55;0;0;0;4;3;207;1;-1;0;0;0
38;1;0;1;0;-140;0;0;1;25;3;456;3;-1;0;0;0
51;5;0;1;0;-379;1;0;0;5;5;261;1;-1;0;0;0
42;7;0;1;0;-396;1;0;0;11;1;80;1;308;4;1;0
30;1;1;1;0;0;1;0;0;18;1;131;6;363;9;1;0
40;2;0;0;0;733;1;0;1;6;3;94;7;-1;0;0;0
37;2;0;2;0;393;1;0;0;14;1;567;3;275;4;1;1
53;5;2;0;0;7290;1;0;1;30;1;153;1;-1;0;0;0
27;1;1;1;0;468;1;0;0;13;1;109;1;-1;0;0;0
39;3;0;1;0;0;1;0;0;30;2;53;1;325;1;1;0
39;3;0;0;0;3705;1;0;1;16;3;77;1;-1;0;0;0
59;10;0;2;0;9676;0;0;2;27;10;234;2;-1;0;0;1
37;1;0;1;0;1328;1;0;2;13;1;121;2;341;4;1;0
41;3;0;0;0;8;1;0;0;15;7;155;2;-1;0;0;0
45;3;0;0;0;61;0;0;0;17;2;108;1;-1;0;0;0
48;2;0;2;0;6613;0;0;1;17;3;159;3;-1;0;0;0
48;5;0;1;0;302;1;0;1;26;1;208;3;-1;0;0;0
32;3;0;1;0;1005;0;0;0;12;1;215;1;-1;0;0;0
35;1;0;1;0;109;1;0;1;6;1;597;3;-1;0;0;0
33;2;1;2;0;1240;1;0;0;4;4;505;2;260;1;2;0
28;3;1;0;0;0;1;1;1;3;3;380;4;-1;0;0;0
64;10;0;3;0;2923;0;0;0;12;10;120;1;-1;0;0;0
35;5;0;1;0;0;0;0;0;27;5;106;4;-1;0;0;0
33;3;0;1;0;43;1;0;0;14;1;332;2;358;2;1;0
41;5;0;1;0;288;1;0;1;15;1;221;4;-1;0;0;0
34;7;0;1;0;613;1;0;0;4;3;80;1;-1;0;0;0
